query_id,precision_at_10,recall_at_10,average_precision
1,0.3,0.10714285714285714,0.2265144780554725
10,0.1,0.125,0.15135967264917005
100,0.3,0.3333333333333333,0.2246045299656679
101,0.5,0.8333333333333334,0.7819444444444444
102,0.3,0.75,0.42275432900432897
103,0.0,0.0,0.036506678741227074
104,0.1,0.2,0.17134229539848506
105,0.3,0.6,0.5577519379844962
106,0.3,0.6,0.4862193362193362
107,0.4,0.5714285714285714,0.34395012034763583
108,0.5,0.7142857142857143,0.8347247990105133
109,0.0,0.0,0.04028675439578031
11,0.2,0.2857142857142857,0.22521604069298193
110,0.1,0.25,0.14214192923410277
111,0.2,0.2857142857142857,0.30146361574933006
112,0.1,0.5,0.29545454545454547
113,0.1,0.25,0.1759413845113642
114,0.1,0.25,0.15840871282929728
115,0.1,0.25,0.037905091393452044
116,0.1,0.2,0.06337769357590144
117,0.0,0.0,0.03573687539531942
118,0.2,0.6666666666666666,0.35555555555555557
119,0.1,1.0,1.0
12,0.2,0.4,0.27841281669150525
120,0.4,0.4444444444444444,0.3948797498797499
121,0.4,0.5714285714285714,0.49527740410093346
122,0.5,0.5555555555555556,0.33425435551338545
123,0.0,0.0,0.10795454545454546
124,0.0,0.0,0.004205011564645667
125,0.3,0.17647058823529413,0.24336442230785646
126,0.2,0.25,0.2216167395272369
127,0.1,0.2,0.09061088105889747
128,0.0,0.0,0.016608391608391608
129,0.4,0.5714285714285714,0.4389790996855941
13,0.0,0.0,0.0027300464228189473
130,0.4,0.8,0.478124301363738
131,0.2,0.25,0.28198059859244073
132,0.8,0.5333333333333333,0.676914566914567
133,0.3,0.42857142857142855,0.32556659027247264
134,0.1,0.5,0.2727272727272727
135,0.5,0.625,0.6750270562770562
136,0.2,0.6666666666666666,0.46305418719211816
137,0.2,0.5,0.1930809184399008
138,0.1,0.5,0.1527777777777778
139,0.0,0.0,0.010458180744004187
14,0.1,0.5,0.5769230769230769
140,0.2,0.3333333333333333,0.18304008567287147
141,0.2,0.3333333333333333,0.15351900351900352
142,0.0,0.0,0.07692307692307693
143,0.2,1.0,0.6666666666666666
144,0.5,0.8333333333333334,0.38386243386243385
145,0.4,0.5714285714285714,0.28915585323703635
146,0.2,1.0,0.8333333333333333
147,0.4,0.4,0.27231733495804644
148,0.2,0.3333333333333333,0.320098198103351
149,0.4,0.36363636363636365,0.36854512534936373
15,0.2,1.0,1.0
150,0.2,1.0,0.8333333333333333
151,0.0,0.0,0.03045577825896998
152,0.0,0.0,0.021915906474462715
153,0.3,0.42857142857142855,0.33021495000650464
154,0.2,1.0,0.8333333333333333
155,0.2,0.3333333333333333,0.16296515110070445
156,0.7,0.5,0.5121173468067117
157,0.5,0.1282051282051282,0.32691801188883357
158,0.3,0.375,0.39115859822443844
159,0.2,0.25,0.08337486302003524
16,0.1,0.3333333333333333,0.19849659384543103
160,0.1,0.2,0.12249539708788468
161,0.3,0.5,0.5377541371158393
162,0.2,0.25,0.2564916491820227
163,0.2,0.6666666666666666,0.2966457023060796
164,0.4,0.5,0.43604129347663834
165,0.2,1.0,0.5833333333333333
166,0.1,0.125,0.03958444176569924
167,0.2,1.0,0.75
168,0.0,0.0,0.04097744360902256
169,0.2,0.5,0.2617360874018436
17,0.1,0.5,0.5161290322580645
