query_id;precision_at_10;recall_at_10;average_precision
1;0.5;0.17857142857142858;0.2841727289722098
10;0.1;0.125;0.20319506766111342
100;0.2;0.2222222222222222;0.16510572895249304
101;0.5;0.8333333333333334;0.7829545454545453
102;0.2;0.5;0.4217200610221205
103;0.0;0.0;0.02769319994200377
104;0.1;0.2;0.07167426315297296
105;0.3;0.6;0.4732073490813648
106;0.2;0.4;0.3501809954751131
107;0.3;0.42857142857142855;0.4230549817175957
108;0.7;1.0;0.8273809523809524
109;0.0;0.0;0.03749787933724655
11;0.3;0.42857142857142855;0.2166666666666667
110;0.1;0.25;0.3201785714285715
111;0.3;0.42857142857142855;0.3262110904968048
112;0.1;0.5;0.2696078431372549
113;0.2;0.5;0.32542719516197083
114;0.1;0.25;0.13549935077315645
115;0.0;0.0;0.029618480615723624
116;0.1;0.2;0.07778710148785853
117;0.0;0.0;0.036375661375661374
118;0.2;0.6666666666666666;0.19248366013071894
119;0.1;1.0;1.0
12;0.3;0.6;0.22686921296296295
120;0.6;0.6666666666666666;0.559573631987425
121;0.5;0.7142857142857143;0.7386363636363634
122;0.3;0.3333333333333333;0.22291562736170917
123;0.1;0.5;0.07777777777777778
124;0.0;0.0;0.003975432311187384
125;0.2;0.11764705882352941;0.2838052184789418
126;0.2;0.25;0.16442522301247364
127;0.1;0.2;0.0938857932656254
128;0.0;0.0;0.01949603562506788
129;0.4;0.5714285714285714;0.3461200911686883
13;0.0;0.0;0.003222170208747617
130;0.4;0.8;0.43582709891936827
131;0.2;0.25;0.284169643762035
132;0.7;0.4666666666666667;0.6237721755368815
133;0.1;0.14285714285714285;0.21827897825796985
134;0.1;0.5;0.14215686274509803
135;0.4;0.5;0.5258231351981352
136;0.1;0.3333333333333333;0.2235576923076923
137;0.2;0.5;0.2579545454545455
138;0.1;0.5;0.10714285714285714
139;0.0;0.0;0.010326215159809936
14;0.2;1.0;0.6111111111111112
140;0.2;0.3333333333333333;0.16978144743867826
141;0.1;0.16666666666666666;0.13539477863025606
142;0.0;0.0;0.07142857142857142
143;0.2;1.0;0.41666666666666663
144;0.5;0.8333333333333334;0.6648148148148149
145;0.4;0.5714285714285714;0.4736542710926012
146;0.2;1.0;0.8333333333333333
147;0.3;0.3;0.292490336398748
148;0.3;0.5;0.45212941941519397
149;0.3;0.2727272727272727;0.3405272772201378
15;0.2;1.0;0.75
150;0.2;1.0;0.5833333333333333
151;0.0;0.0;0.05681732208601368
152;0.1;0.16666666666666666;0.035421665291529146
153;0.3;0.42857142857142855;0.3088497499456403
154;0.2;1.0;0.5
155;0.3;0.5;0.29901358794138966
156;0.7;0.5;0.5380285797450494
157;0.7;0.1794871794871795;0.41897862674499525
158;0.3;0.375;0.36019383469012267
