query_id,precision_at_10,recall_at_10,average_precision
1,0.5,0.17857142857142858,0.28987350714477006
10,0.2,0.25,0.21472736821246988
100,0.2,0.2222222222222222,0.20948270361646884
101,0.5,0.8333333333333334,0.7875
102,0.2,0.5,0.4694050033806626
103,0.0,0.0,0.03204239302694136
104,0.1,0.2,0.09276764606551842
105,0.3,0.6,0.48845667299177736
106,0.2,0.4,0.3648148148148148
107,0.4,0.5714285714285714,0.4031746031746031
108,0.6,0.8571428571428571,0.8310451453308597
109,0.0,0.0,0.0373170578908082
11,0.2,0.2857142857142857,0.2156994073339782
110,0.1,0.25,0.31482843137254907
111,0.3,0.42857142857142855,0.3272634772634772
112,0.1,0.5,0.27380952380952384
113,0.2,0.5,0.3251551133932392
114,0.1,0.25,0.11765830517079981
115,0.0,0.0,0.02278143340399356
116,0.1,0.2,0.0763382754320052
117,0.0,0.0,0.03644501278772379
118,0.2,0.6666666666666666,0.19043600562587903
119,0.1,1.0,1.0
12,0.3,0.6,0.23141627206198884
120,0.6,0.6666666666666666,0.5587664277180405
121,0.5,0.7142857142857143,0.6999458874458874
122,0.4,0.4444444444444444,0.32525459360303266
123,0.1,0.5,0.11490683229813664
124,0.0,0.0,0.005381127083276507
125,0.2,0.11764705882352941,0.2837600734606169
126,0.2,0.25,0.16395334142270312
127,0.1,0.2,0.0970433009854861
128,0.0,0.0,0.016026539575740587
129,0.4,0.5714285714285714,0.36880767811000364
13,0.0,0.0,0.0027300464228189473
130,0.3,0.6,0.3892373607540703
131,0.3,0.375,0.28444742153981284
132,0.7,0.4666666666666667,0.6480130808304185
133,0.1,0.14285714285714285,0.2220970169444296
134,0.1,0.5,0.14761904761904762
135,0.4,0.5,0.5285602877514642
136,0.1,0.3333333333333333,0.40545808966861596
137,0.2,0.5,0.23995098039215687
138,0.1,0.5,0.11274509803921567
139,0.0,0.0,0.010315355814956064
14,0.2,1.0,0.6111111111111112
140,0.2,0.3333333333333333,0.18361493134436924
141,0.1,0.16666666666666666,0.15450132776109005
142,0.0,0.0,0.0625
143,0.2,1.0,0.35
144,0.5,0.8333333333333334,0.7172008547008547
145,0.4,0.5714285714285714,0.5038528781631498
146,0.2,1.0,0.8333333333333333
147,0.3,0.3,0.2939292186498664
148,0.3,0.5,0.4389449932019591
149,0.3,0.2727272727272727,0.3775342473618336
15,0.2,1.0,0.75
150,0.2,1.0,0.5833333333333333
151,0.0,0.0,0.04721945821744703
152,0.1,0.16666666666666666,0.0680550872355413
153,0.3,0.42857142857142855,0.325801699990341
154,0.2,1.0,0.5
155,0.3,0.5,0.298774503599065
156,0.7,0.5,0.569842925490488
157,0.6,0.15384615384615385,0.41041994849006375
158,0.3,0.375,0.3274791535764661
159,0.2,0.25,0.12635410995508092
16,0.1,0.3333333333333333,0.3546327683615819
160,0.1,0.2,0.055197697753093466
161,0.3,0.5,0.5491887741887742
